교육청명,교육지원청명,유치원명,설립유형,대표자명,원장명,설립일,개원일,주소,전화번호,팩스번호,홈페이지,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,인가총정원수,3세정원수,4세정원수,5세정원수,혼합정원수,특수학급정원수,만3세원아수,만4세원아수,만5세원아수,혼합원아수,특수원아수,경도,
경기도교육청,용인교육지원청,키드빌리지유치원,사립(사인),김기정,곽정순,19950223,19950302,경기도 용인시 수지구 수풍로 94,031-264-1221,031-264-8121,http://cafe.naver.com/sjkid,07시00분~19시00분,1,1,2,1,0,128,16,44,52,16,0,7,10,26,8,0,37.33202001,127.0937954
경기도교육청,용인교육지원청,토월초등학교병설유치원,공립(병설),백인철,백인철,20120307,20120307,경기도 용인시 수지구 수지로296번길 3,031-264-4582, , ,09시00분~17시30분,1,1,1,0,1,62,14,20,24,0,4,6,16,22,0,2,37.32522663,127.091547
경기도교육청,용인교육지원청,포곡초등학교병설유치원,공립(병설),강정숙,강정숙,19870301,19870301,경기도 용인시 처인구 부곡로 24,031-334-4984,031-321-5634,https://blog.naver.com/pg_kindergarten,09시00분~19시00분,1,1,1,0,2,66,14,20,24,0,8,8,10,18,0,4,37.28200291,127.2201286
경기도교육청,용인교육지원청,푸른유치원,사립(사인),한나연,한나연,20021004,20021004,경기도 용인시 기흥구 용인향교로20번길 9,031-274-5538,031-274-5536, ,08시30분~19시00분,2,2,2,0,0,157,36,44,52,0,0,36,42,26,0,0,37.29659698,127.1206093
경기도교육청,용인교육지원청,풍천초등학교병설유치원,공립(병설),이형미,이형미,20020301,20020301,경기도 용인시 수지구 진산로66번길 20,031-272-4759,031-272-4744, ,09시00분~17시00분,0,0,1,0,0,24,0,0,24,0,0,0,0,7,0,0,37.31617048,127.0955108
경기도교육청,용인교육지원청,프렌즈유치원,사립(사인),문금행,문옥춘,20100225,20100302,경기도 용인시 기흥구 흥덕중앙로105번길 32-7,031-212-0222,031-213-7787, ,08시00분~19시00분,3,2,2,0,0,326,54,44,52,0,0,44,38,46,0,0,37.2789237,127.0803839
경기도교육청,용인교육지원청,한국유치원,사립(사인),장응만,하성희,19991217,19991217,경기도 용인시 수지구 정평로 8,031-265-5551,031-272-0869,http://koreakinder.co.kr/,08시00분~18시30분,2,2,2,0,0,150,36,44,56,0,0,36,43,46,0,0,37.31740038,127.0898669
경기도교육청,용인교육지원청,한아름유치원,사립(사인),박혜정,김인숙,20141212,20150301,경기도 용인시 기흥구 지삼로98번길 10,031-275-1234,031-286-0200,https://hanareum2015.kidsnote.ac,08시00분~19시00분,1,1,1,0,0,320,18,22,26,0,0,8,20,14,0,0,37.24934372,127.1293455
경기도교육청,용인교육지원청,한터초등학교병설유치원,공립(병설),홍미경,홍미경,19850906,19850906,경기도 용인시 처인구 한터로571번길 4,031-332-0887, , ,09시00분~19시00분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,9,0,37.26203865,127.2685093
경기도교육청,용인교육지원청,함박초등학교병설유치원,공립(병설),김성정,김성정,20180301,20180301,경기도 용인시 처인구 명지로40번길 46,312181480,031-218-1479,http://www.hambak.es.kr,09시00분~19시00분,1,1,1,0,1,58,12,19,23,0,4,10,17,19,0,1,37.23373581,127.184114
경기도교육청,용인교육지원청,해나무유치원,사립(사인),김영숙,허수진,20050314,20050314,경기도 용인시 수지구 포은대로 235,031-896-1791,031-265-0660,https://www.suntree.co.kr,08시00분~19시00분,4,4,4,0,0,280,72,88,104,0,0,71,88,104,0,0,37.30974336,127.0824738
경기도교육청,용인교육지원청,해오름유치원,사립(사인),송호숙,송호숙,20110301,20110301,경기도 용인시 처인구 낙은로97번길 19,031-338-2341,031-323-3867,http://cafe.naver.com/heorm1004,08시00분~18시30분,3,3,3,0,0,199,54,66,78,0,0,38,63,73,0,0,37.24199011,127.192294
경기도교육청,용인교육지원청,행복한유치원,사립(사인),엄기운,박인숙,20071123,20080301,경기도 용인시 기흥구 석성로521번길 15,031-287-0250,031-287-0250, ,09시00분~18시00분,6,4,4,0,0,360,108,88,104,0,0,98,86,95,0,0,37.28931886,127.1562238
경기도교육청,용인교육지원청,현대유치원,사립(사인),김진주,강정희,20010331,20010331,경기도 용인시 수지구 정평로 139,031-263-4860,031-272-0469, ,08시00분~18시30분,3,2,2,0,0,138,46,44,48,0,0,43,44,48,0,0,37.32502107,127.0944186
경기도교육청,용인교육지원청,현암초등학교병설유치원,공립(병설),정갑수,정갑수,20050301,20050301,경기도 용인시 수지구 대지로 146,031-896-4607,031-896-4605,http://www.hyeon-am.es.kr,09시00분~17시00분,1,1,1,0,0,56,14,20,22,0,0,5,18,17,0,0,37.32881509,127.1247642
경기도교육청,용인교육지원청,홍천초등학교병설유치원,공립(병설),최인자,최인자,20050301,20050301,경기도 용인시 수지구 신봉2로14번길 49,031-326-3791,031-266-1856,https://hongcheon-e.goeyi.kr/hongcheon-e/main.do,09시00분~17시00분,0,1,1,0,0,44,0,20,24,0,0,0,12,11,0,0,37.32663673,127.079802
경기도교육청,용인교육지원청,화산성민유치원,사립(사인),박성민,김명수,20060920,20070301,경기도 용인시 처인구 화산남로80번길 2,031-323-1944,031-323-1947, ,09시00분~18시00분,10,9,8,0,0,762,180,220,182,0,0,178,181,193,0,0,37.14313655,127.2125942
경기도교육청,용인교육지원청,효자초등학교병설유치원,공립(병설),정계환,정계환,20040302,20040302,경기도 용인시 수지구 성복1로 106-1,031-276-3063, , ,09시00분~17시00분,0,0,1,0,0,24,0,0,24,0,0,0,0,14,0,0,37.31735172,127.0673439
경기도교육청,용인교육지원청,흥덕초등학교병설유치원,공립(병설),백현숙,백현숙,20090301,20090301,경기도 용인시 기흥구 흥덕1로62번길 26,031-214-9108,031-214-9103,https://yihd-e.goeyi.kr/yihd-e/main.do,09시00분~19시00분,0,1,1,0,0,44,0,20,24,0,0,0,8,20,0,0,37.27236551,127.0716739
경기도교육청,의정부교육지원청,가능초등학교병설유치원,공립(병설),정혜영,정혜영,19850301,19850301,경기도 의정부시 의정로140번길 15,031-877-6719,031-872-8740,http://www.kaneung.es.kr/wah/main/index.htm,09시00분~17시00분,0,0,1,1,0,38,0,0,24,14,0,0,0,13,7,0,37.74569044,127.0347753
경기도교육청,의정부교육지원청,경의유치원,공립(단설),허현실,허현실,20140301,20140301,경기도 의정부시 경의로 135,031-872-0563,031-872-0564,https://gyungeui-k.goeujb.kr,08시00분~19시00분,3,2,2,0,1,134,42,40,48,0,4,42,39,42,0,3,37.73419248,127.0511024
경기도교육청,의정부교육지원청,고산초등학교병설유치원,공립(병설),박경례,박경례,19820507,19820507,경기도 의정부시 문화로 41,031-870-9850,031-841-7131,https://kosan-e.goeujb.kr,09시00분~19시00분,1,1,1,0,0,58,14,20,24,0,0,14,20,24,0,0,37.72643162,127.1067939
경기도교육청,의정부교육지원청,귀복유치원,사립(사인),권재범,권희연,19960301,19960301,경기도 의정부시 녹양로18번길 16,031-877-3282,031-878-3038, ,09시00분~19시00분,1,1,1,0,0,150,16,22,26,0,0,7,18,17,0,0,37.7527651,127.033002
경기도교육청,의정부교육지원청,그림유치원,사립(법인),심재정,심재정,19820610,19820610,경기도 의정부시 신흥로207번길 44,031-872-6011,031-872-0671,https://cafe.naver.com/rmfla6011,08시00분~19시00분,1,1,1,0,0,120,14,20,24,0,0,3,14,16,0,0,37.73485431,127.0408729
경기도교육청,의정부교육지원청,금오초등학교병설유치원,공립(병설),김유숙,김유숙,19810301,19810301,경기도 의정부시 천보로 418,031-847-8463, , ,09시00분~17시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,10,0,37.75621763,127.0666307
경기도교육청,의정부교육지원청,꿈나무유치원,사립(사인),이덕순,김한나,19930215,19930302,경기도 의정부시 평화로168번길 12-12,031-876-3204,031-876-3205, ,09시00분~18시30분,2,1,1,0,0,130,28,22,26,0,0,12,15,22,0,0,37.70614638,127.0490963
경기도교육청,의정부교육지원청,노벨유치원,사립(사인),유선미,유선미,20030305,20030305,경기도 의정부시 용민로122번길 10-12,031-852-9100,031-852-9212, ,07시00분~19시00분,4,4,2,0,0,210,53,67,57,0,0,53,67,57,0,0,37.73948042,127.0906811
경기도교육청,의정부교육지원청,녹양유치원,공립(단설),김원용,김원용,20100111,20100111,경기도 의정부시 체육로 265-25,031-829-5893, ,https://nogyang-k.goeujb.kr,09시00분~19시00분,2,1,1,0,2,80,28,20,24,0,8,14,15,19,0,5,37.76340958,127.0357123
경기도교육청,의정부교육지원청,늘푸른유치원,사립(사인),전해철,전지현,19860301,19860301,경기도 의정부시 녹양로 86-60,031-824-7279, , ,08시00분~19시00분,2,1,1,0,0,160,36,22,26,0,0,19,18,16,0,0,37.75900767,127.0371214
경기도교육청,의정부교육지원청,도도유치원,사립(사인),한용호,정영주,20151103,20160301,경기도 의정부시 호암로109번길 82,031-878-0403,031-872-0501, ,09시00분~19시00분,4,3,3,1,0,250,72,66,76,20,0,72,66,76,20,0,37.71123452,127.0428135
경기도교육청,의정부교육지원청,동암초등학교병설유치원,공립(병설),이수영,이수영,20060901,20060901,경기도 의정부시 장곡로 206,031-837-9921,031-837-9918, ,08시40분~18시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,11,0,37.72317504,127.0542831
경기도교육청,의정부교육지원청,민락초등학교병설유치원,공립(병설),이명화,이명화,20000301,20000301,경기도 의정부시 용현로159번길 26,031-851-4361, , ,09시00분~17시00분,0,0,1,1,0,39,0,0,24,15,0,0,0,8,10,0,37.74217799,127.0948304
경기도교육청,의정부교육지원청,배영초등학교병설유치원,공립(병설),김동혁,김동혁,19810301,19810301,경기도 의정부시 가능로135번길 20,031-845-5409,031-845-5405,http://www.baeyoung.es.kr,09시00분~19시00분,0,0,1,1,1,48,0,0,24,20,4,0,0,7,5,1,37.74819436,127.0465846
경기도교육청,의정부교육지원청,산내들유치원,사립(사인),이귀례방은미,방은미,20000303,20000303,경기도 의정부시 용현로159번길 18,318522004,031-852-2900, ,07시50분~19시00분,3,3,3,0,0,265,32,44,52,0,0,15,27,49,0,0,37.7412998,127.0942173
경기도교육청,의정부교육지원청,산들유치원,사립(사인),김미선,김혜란,20000124,20000327,경기도 의정부시 용현로 155,031-851-6387,031-825-6388, ,09시00분~19시30분,2,1,2,0,0,155,32,22,52,0,0,18,19,26,0,0,37.74086572,127.0932755
경기도교육청,의정부교육지원청,삼성유치원,사립(사인),김남두,박경희,20040315,20040315,경기도 의정부시 오목로35번길 31,031-853-7979,031-853-7978,http://www.samsung7979.kr/,08시00분~19시00분,3,3,2,0,0,179,55,68,52,0,0,54,68,50,0,0,37.73430561,127.0856913
경기도교육청,의정부교육지원청,삼현초등학교병설유치원,공립(병설),방정남,방정남,20160301,20160301,경기도 의정부시 송양로 87,031-830-2814,031-830-2888,http://www.samhyeon.es.kr,09시00분~19시00분,0,0,1,1,0,38,0,0,24,14,0,0,0,15,11,0,37.751375,127.115804
경기도교육청,의정부교육지원청,새말초등학교병설유치원,공립(병설),조선희,조선희,20040302,20040302,경기도 의정부시 추동로124번길 37,031-853-0228,031-853-0221, ,08시00분~19시00분,0,0,1,1,1,42,0,0,24,14,4,0,0,8,7,2,37.74639409,127.0693262
경기도교육청,의정부교육지원청,샘터유치원,사립(사인),이계옥,강현수,20070724,20070724,경기도 의정부시 오목로122번길 20,031-851-0700,031-851-1370, ,07시50분~19시00분,0,0,0,2,0,250,0,0,0,38,0,0,0,0,11,0,37.73803176,127.0945281
경기도교육청,의정부교육지원청,성모유치원,사립(법인),김충연,김충연,19540830,19550310,경기도 의정부시 신흥로265번길 27,031-872-0553,031-872-0533,http://cafe.naver.com/sungmo1954,08시00분~18시30분,2,2,2,0,0,200,30,44,48,0,0,23,29,38,0,0,37.73940887,127.0416131
경기도교육청,의정부교육지원청,성심유치원,사립(사인),김성구,안남이,19940305,19940305,경기도 의정부시 능곡로 65,031-841-1527,031-842-1527,http://www.newsungshim.com,09시00분~19시00분,1,2,2,0,0,150,18,44,52,0,0,21,36,44,0,0,37.74342023,127.0613969
경기도교육청,의정부교육지원청,세종유치원,사립(사인),용인순,용인순,19960301,19960301,경기도 의정부시 추동로 45,844-6400,031-844-6444,http://sejong1004.kidis.co.kr,09시00분~19시00분,3,2,2,0,0,180,54,44,52,0,0,54,39,59,0,0,37.74550017,127.0598629
경기도교육청,의정부교육지원청,솔뫼초등학교병설유치원,공립(병설),이수연,이수연,20010312,20010312,경기도 의정부시 시민로 442,031-840-4278, , ,09시00분~17시00분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,6,0,37.73208054,127.0811877
경기도교육청,의정부교육지원청,솔빛유정유치원,사립(사인),김지은,백은주,20080301,20080301,경기도 의정부시 오목로91번길 45-20,031-853-4555,031-853-4544,http://www.solbits.co.kr ,08시00분~18시00분,4,5,5,0,0,448,80,125,135,0,0,80,125,134,0,0,37.73681383,127.0897688
경기도교육청,의정부교육지원청,송양유치원,공립(단설),유은희,유은희,20160229,20160309,경기도 의정부시 민락로243번길 94,031-852-8161,031-852-8164,https://songyang-k.goeujb.kr,08시00분~19시00분,6,5,5,0,3,304,82,95,115,0,12,77,80,90,0,12,37.74772862,127.1066194
경기도교육청,의정부교육지원청,신동초등학교병설유치원,공립(병설),김정은,김정은,20000308,20000308,경기도 의정부시 시민로179번길 42,031-840-4364,031-840-4368,http://www.ujbsindong.es.kr,09시00분~19시00분,1,1,1,0,0,58,14,20,24,0,0,7,9,18,0,0,37.74037317,127.054751
경기도교육청,의정부교육지원청,열매유치원,사립(사인),이광진,남래임,19960301,19960301,경기도 의정부시 평화로 364,031-878-0271,031-878-0272, ,09시00분~18시00분,2,2,2,0,0,123,29,44,50,0,0,37,41,45,0,0,37.72437466,127.0485866
경기도교육청,의정부교육지원청,예린유치원,사립(사인),강현천,정미향,19940906,19950301,경기도 의정부시 상금로 41-9,031-847-6665,031-847-6666,http://cafe.daum.net/ylkidss,08시00분~19시00분,2,2,2,0,0,144,24,44,50,0,0,18,15,24,0,0,37.7585307,127.0743752
경기도교육청,의정부교육지원청,예지유치원,사립(사인),신영숙,신영숙,19990315,19990315,경기도 의정부시 동일로454번길 6,031-876-1853,031-826-1853,http://www.yae-ji.com/,08시00분~19시00분,2,2,2,0,0,233,30,50,50,0,0,26,22,34,0,0,37.728653,127.0599618
경기도교육청,의정부교육지원청,유정유치원,사립(사인),박민정,김미경,20040301,20040301,경기도 의정부시 부용로213번길 39,031-853-8393,031-853-6247,http://www.yujung.co.kr,08시00분~18시20분,5,6,5,0,0,450,90,132,130,0,0,100,144,141,0,0,37.75131002,127.0813681
경기도교육청,의정부교육지원청,유지유치원,사립(사인),윤현자,김선정,19920915,20120915,경기도 의정부시 오목로 36,031-848-7268,031-848-7267,https://www.instagram.com/youji_kinder?igsh=MXF4eGhydDc4d21sOQ%3D%3D&utm_source=qr,08시00분~19시00분,2,1,1,0,0,152,36,22,26,0,0,13,12,14,0,0,37.73188797,127.0881816
경기도교육청,의정부교육지원청,의순초등학교병설유치원,공립(병설),김성수,김성수,20030301,20030301,경기도 의정부시 부용로 77,031-852-8910,031-852-8026,https://uisun-e.goeujb.kr/,09시00분~19시00분,0,0,1,1,0,38,0,0,24,14,0,0,0,9,6,0,37.7510787,127.0660065
경기도교육청,의정부교육지원청,의정부서초등학교병설유치원,공립(병설),조은실,조은실,19910301,19910301,경기도 의정부시 둔야로 57,031-877-0297, , ,09시00분~19시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,11,0,37.74080322,127.0381499
경기도교육청,의정부교육지원청,의정부송산초등학교병설유치원,공립(병설),김태형,김태형,20130301,20150301,경기도 의정부시 오목로 228,031-951-3476,031-951-3489,https://ujbsongsan-e.goeujb.kr/ujbsongsan-e/main.do,08시00분~19시00분,1,1,1,0,0,58,14,20,24,0,0,5,9,18,0,0,37.7464332,127.1006579
경기도교육청,의정부교육지원청,의정부신곡초등학교병설유치원,공립(병설),김양옥,김양옥,19960301,19960301,경기도 의정부시 능곡로 31,031-849-7040, ,https://singok-e.goeujb.kr/singok-e/main.do,09시00분~17시30분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,12,0,37.74116745,127.0598452
경기도교육청,의정부교육지원청,의정부용현초등학교병설유치원,공립(병설),이희숙,이희숙,20050301,20050301,경기도 의정부시 용민로 87,031-852-6754,031-851-7489, ,09시00분~18시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,4,0,37.73869011,127.0873644
경기도교육청,의정부교육지원청,의정부장암초등학교병설유치원,공립(병설),백유신,백유신,19980311,19980311,경기도 의정부시 동일로 417,031-879-8104, , ,09시00분~18시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,6,0,37.72546013,127.0598609
경기도교육청,의정부교육지원청,의정부중앙초등학교병설유치원,공립(병설),강순철,강순철,19850301,19850301,경기도 의정부시 호국로1291번길 17,031-843-5452,031-840-1710,http://www.joongang.es.kr,09시00분~19시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,11,0,37.74488721,127.046531
경기도교육청,의정부교육지원청,의정부초등학교병설유치원,공립(병설),김은주,김은주,19810301,19810301,경기도 의정부시 동일로522번길 30,031-842-0522, ,http://www.ujb.es.kr,09시00분~19시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,8,0,37.73458568,127.0602481
경기도교육청,의정부교육지원청,의정부호동초등학교병설유치원,공립(병설),김헌희,김헌희,19980301,19980301,경기도 의정부시 호동로 45,031-849-4480,031-878-0194,http://hodong-asn.es.kr/,09시00분~18시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,14,0,37.73009146,127.0417323
경기도교육청,의정부교육지원청,의정부호원초등학교병설유치원,공립(병설),정혜정,정혜정,20040305,20040305,경기도 의정부시 전좌로156번길 20,031-876-2459, , ,09시00분~19시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,8,0,37.72254502,127.0406646
경기도교육청,의정부교육지원청,의정부효자초등학교병설유치원,공립(병설),최승우,최승우,20060901,20060901,경기도 의정부시 부용로204번길 16,031-853-9817,031-853-9815, ,08시40분~19시00분,0,0,1,1,0,38,0,0,24,14,0,0,0,7,7,0,37.75027836,127.0779301
경기도교육청,의정부교육지원청,이화유치원,사립(사인),한상욱,한범식,19970301,19970301,경기도 의정부시 추동로24번길 14,031-840-8040,031-622-9772,http://cafe.daum.net/ewhakindergarten,09시00분~19시00분,2,3,3,0,0,220,36,66,78,0,0,36,72,77,0,0,37.74274584,127.0586866
경기도교육청,의정부교육지원청,자연유치원,사립(사인),박옥순,박옥순,20000331,20000331,경기도 의정부시 송산로971번길 76-17,031-841-0550,031-841-8091, ,08시00분~19시00분,2,2,3,0,0,165,36,44,52,0,0,43,52,66,0,0,37.71552152,127.1012444
경기도교육청,의정부교육지원청,정음유치원,공립(단설),김연숙,김연숙,20220302,20220302,경기도 의정부시 솔향길 15,031-869-8520,031-869-8599,https://jeongeum-k.goeujb.kr,08시00분~19시00분,5,5,5,0,2,290,69,94,119,0,8,52,66,73,0,7,37.73819338,127.1153517
경기도교육청,의정부교육지원청,코코유치원,사립(사인),송은희,송은희,20130601,20130601,경기도 의정부시 누원로 37,02-951-6700,02-951-6701,http://coco.kg.kr,08시00분~19시00분,3,3,3,0,0,260,54,66,78,0,0,43,65,77,0,0,37.68854009,127.0529571
경기도교육청,의정부교육지원청,한빛유치원,사립(사인),이옥자,이옥자,19991020,20000302,경기도 의정부시 범골로29번길 19-12,031-878-0671,031-872-2477,http://www.한빛유치원.com,07시30분~20시00분,1,2,1,0,0,119,18,44,26,0,0,18,44,26,0,0,37.72714796,127.0408638
경기도교육청,의정부교육지원청,한아름유치원,사립(사인),최윤아,최윤아,20030330,20030330,경기도 의정부시 호암로 248,031-873-5016,031-829-5017,https://blog.naver.com/hanarum5016,09시00분~17시00분,2,1,1,0,0,115,28,22,24,0,0,14,15,22,0,0,37.72257055,127.0444587
경기도교육청,의정부교육지원청,호암유치원,공립(단설),이규순,이규순,20110301,20110301,경기도 의정부시 호암로 47,031-826-1434, ,https://hoam-k.goeujb.kr,07시30분~19시00분,2,2,2,0,2,124,28,40,48,0,8,24,24,24,0,5,37.70472384,127.0457441
경기도교육청,의정부교육지원청,훈민초등학교병설유치원,공립(병설),김건희,김건희,20200301,20200301,경기도 의정부시 훈민로 14,031-820-9920, ,https://hunmin-e.goeujb.kr,09시00분~19시00분,0,1,1,0,0,44,0,20,24,0,0,0,8,4,0,0,37.73875652,127.1147618
경기도교육청,이천교육지원청,그린나래유치원,사립(사인),이은주,이은주,20050406,20050406,경기도 이천시 증신로 22-57,031-632-6710,031-634-6710,https://gnpreschool.kidsnote.ac,08시00분~18시00분,3,2,2,0,0,121,39,41,41,0,0,39,41,41,0,0,37.28097826,127.4649046
경기도교육청,이천교육지원청,나래초등학교병설유치원,공립(병설),박현구,박현구,19850302,19850302,경기도 이천시 이풍로63번길 114,031-641-4983,031-641-6153,http://www.naraeschool.es.kr/,08시40분~16시40분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,7,0,37.16971019,127.5886177
경기도교육청,이천교육지원청,나루유치원,사립(사인),김경미,김경미,20170104,20170301,경기도 이천시 황무로 1911-79,031-632-7793,031-632-7706, ,07시50분~19시30분,2,2,2,0,0,142,36,44,62,0,0,26,41,25,0,0,37.24995821,127.5166334
경기도교육청,이천교육지원청,대서초등학교병설유치원,공립(병설),박관희,박관희,19850214,19850214,경기도 이천시 서동대로8487번길 23-24,031-642-4828,031-642-7910,http://e-csinfo.goe.go.kr,09시00분~19시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,5,0,37.1135433,127.5759953
경기도교육청,이천교육지원청,도암초등학교병설유치원,공립(병설),곽경수,곽경수,19810309,19810309,경기도 이천시 증신로 550,031-633-8611, , ,08시30분~17시30분,0,0,0,1,0,16,0,0,0,16,0,0,0,0,5,0,37.31885501,127.4420612
경기도교육청,이천교육지원청,마장초등학교병설유치원,공립(병설),김근호,김근호,19810309,19810309,경기도 이천시 마장면 중앙로 25,031-632-8763,031-633-4095, ,09시00분~19시00분,1,1,1,0,0,58,14,20,24,0,0,11,18,23,0,0,37.2533458,127.3558434
경기도교육청,이천교육지원청,무지개유치원,사립(사인),이정수,김미섭,19860310,19860310,경기도 이천시 현방로43번길 63-6,031-632-4082,031-632-7457, ,07시30분~19시30분,0,0,1,1,0,73,0,0,22,16,0,0,0,6,12,0,37.34011091,127.4890555
경기도교육청,이천교육지원청,부발초등학교병설유치원,공립(병설),최은미,최은미,19810310,19810310,경기도 이천시 무촌로 155,031-633-3379,031-634-5025, ,08시30분~19시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,7,0,37.28674646,127.4885782
경기도교육청,이천교육지원청,삼성숲유치원,사립(사인),오남혜,오남혜,20161005,20170301,경기도 이천시 부발읍 가좌로61번길 16,031-637-3777, , ,08시00분~19시00분,2,2,2,0,0,228,36,44,52,0,0,29,27,39,0,0,37.25752245,127.4684258
경기도교육청,이천교육지원청,설봉초등학교병설유치원,공립(병설),유태봉,유태봉,19940205,19940205,경기도 이천시 향교로 129,031-637-2505,031-638-5662,http://www.seolbong.es.kr,08시30분~19시30분,1,1,1,0,1,60,14,20,22,0,4,6,5,18,0,2,37.28434441,127.4528492
경기도교육청,이천교육지원청,성모유치원,사립(법인),이용훈,윤은희,19810323,19810323,경기도 이천시 중리천로 32,031-633-6370,031-637-3971,http://cafe.daum.net/love-sungmo,09시00분~18시30분,2,1,1,0,0,80,36,22,26,0,0,21,22,26,0,0,37.27987716,127.4409856
경기도교육청,이천교육지원청,신둔초등학교병설유치원,공립(병설),원영효,원영효,19820301,19820301,경기도 이천시 경충대로3150번길 82-3,031-633-7522, , ,09시00분~17시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,9,0,37.3108101,127.403452
경기도교육청,이천교육지원청,신하초등학교병설유치원,공립(병설),오혜숙,오혜숙,19850305,19850305,경기도 이천시 경충대로2250번길 12,031-638-4301,031-637-6755,http://shinha.es.kr/cafe/20173001,08시00분~19시00분,1,1,1,0,1,62,14,20,24,0,4,4,13,18,0,4,37.26108411,127.4792816
경기도교육청,이천교육지원청,아미초등학교병설유치원,공립(병설),윤현봉,윤현봉,20020301,20020301,경기도 이천시 신아로92번길 32,031-631-8745,031-631-8744, ,08시00분~19시00분,1,1,1,0,1,62,14,20,24,0,4,7,8,18,0,2,37.25846613,127.4913215
경기도교육청,이천교육지원청,아미하늘땅별땅유치원,사립(사인),이승수,이승수,20110301,20110301,경기도 이천시 신아로 101-69,031-638-8488,031-638-8491, ,09시00분~21시00분,2,2,2,0,0,140,36,44,54,0,0,28,36,39,0,0,37.26273867,127.4899965
경기도교육청,이천교육지원청,안흥초등학교병설유치원,공립(병설),배석호,배석호,20020301,20020301,경기도 이천시 영창로300번길 16,031-631-7957,031-631-7956, ,09시00분~18시00분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,7,0,37.2799515,127.4565463
경기도교육청,이천교육지원청,영재유치원,사립(사인),조은희,조은희,20011210,20011210,경기도 이천시 증신로271번길 32,031-631-1677, , ,07시30분~18시30분,3,2,2,0,0,144,54,44,46,0,0,41,40,42,0,0,37.29527115,127.4394217
경기도교육청,이천교육지원청,율면초등학교병설유치원,공립(병설),최병삼,최병삼,19820302,19820302,경기도 이천시 고당로 48,031-643-1929,031-643-1664,https://yulmyun.goeic.kr,09시00분~18시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,3,0,37.08812526,127.5427496
경기도교육청,이천교육지원청,이천남초등학교병설유치원,공립(병설),김진경,김진경,19820209,19820209,경기도 이천시 경충대로2614번길 32,031-638-1846,031-635-3597, ,08시00분~19시00분,1,1,1,0,1,62,14,20,24,0,4,1,10,10,0,3,37.27697505,127.4436577
경기도교육청,이천교육지원청,이천매곡초등학교병설유치원,공립(병설),김병렬,김병렬,19830307,19830307,경기도 이천시 이섭대천로96번길 8,031-638-0396, , ,09시00분~19시00분,0,0,0,1,0,20,0,0,0,20,0,0,0,0,8,0,37.21487154,127.3944408
경기도교육청,이천교육지원청,이천사동초등학교병설유치원,공립(병설),김진수,김진수,20100301,20100301,경기도 이천시 경충대로2003번길 124-87,031-638-9165, , ,09시00분~19시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,14,0,37.24202232,127.4871376
경기도교육청,이천교육지원청,이천송정초등학교병설유치원,공립(병설),남 진,남 진,20020301,20020301,경기도 이천시 영창로45번길 165,031-631-8436,031-631-8434, ,08시30분~19시00분,1,0,0,1,0,34,14,0,0,20,0,4,0,0,12,0,37.2941612,127.4333891
경기도교육청,이천교육지원청,이천유치원,사립(사인),한점숙,한점숙,20010302,20010302,경기도 이천시 증신로 290-6,031-633-1565,031-638-1565, ,07시20분~19시00분,2,2,2,0,0,134,30,40,42,0,0,22,28,39,0,0,37.29670285,127.4413498
경기도교육청,이천교육지원청,이천은광유치원,사립(법인),김상기,김소라,20050128,20050128,경기도 이천시 증신로 22-60,031-638-3984,031-638-3977, ,08시00분~18시30분,2,2,1,0,0,96,32,40,24,0,0,27,33,19,0,0,37.28005321,127.4641788
경기도교육청,이천교육지원청,이화유치원,사립(사인),현성희,현성희,19960530,19960530,경기도 이천시 이여로101번길 163-59,031-638-7001,031-638-7003, ,09시00분~18시30분,2,2,3,0,0,147,34,44,69,0,0,31,31,52,0,0,37.3090253,127.4568525
경기도교육청,이천교육지원청,장천초등학교병설유치원,공립(병설),박육순,박육순,19810216,19810216,경기도 이천시 설성로 165-25,031-642-8533, , ,08시30분~17시00분,0,0,0,1,0,18,0,0,0,18,0,0,0,0,3,0,37.14575138,127.5283269
